severity,lat,long,weather,light,main cause,collosion type,occurred_from,
1,14.60526244,121.0788631,5,4,1,8,12,
3,14.5507702,120.9896851,6,4,1,4,12,
3,14.55035481,120.9898567,6,4,1,4,11,
1,14.6472023,121.0682201,6,4,1,10,11,
3,14.54993942,120.9897709,6,4,1,4,11,
1,14.56169465,121.0430503,5,4,1,10,11,
1,14.67178115,121.0789382,6,2,1,10,7,
1,14.58939795,121.0797215,6,2,1,10,7,
1,14.6001959,121.0488224,4,2,1,10,7,
1,14.584601,121.0555601,4,2,1,10,7,
1,14.58956408,121.0797215,4,2,1,10,7,
3,14.54021908,121.0162926,3,2,1,7,6,
1,14.65077305,121.0332012,5,4,1,10,12,
1,14.68722455,121.0870171,5,4,1,10,12,
1,14.58848426,121.0641861,5,4,1,8,12,
1,14.56005394,121.041162,5,4,1,10,11,
1,14.59039471,121.0613537,5,4,1,10,10,
1,14.68689244,121.0870171,5,4,1,10,10,
1,14.52933512,121.057148,4,2,1,10,7,
1,14.58823507,121.066246,4,2,1,10,7,
1,14.63266959,121.0447025,4,2,1,8,7,
1,14.64757599,121.0743141,4,2,1,10,7,
1,14.66464028,121.0698509,4,2,1,10,7,
1,14.58131991,121.0535216,4,2,1,8,6,
1,14.60293683,121.0586929,4,2,1,8,6,
1,14.60501327,121.0574913,4,2,1,10,6,
1,14.6369195,121.0743287,4,2,1,8,22,
1,14.5772704,121.0736275,5,4,1,10,13,
3,14.62012917,121.1009216,5,4,1,7,12,
1,14.6579974,121.0751724,5,4,1,10,11,
1,14.65949207,121.0756874,5,4,1,10,11,
1,14.58939795,121.0796356,5,4,1,10,10,
1,14.60177401,121.006937,4,2,1,10,7,
1,14.6637269,121.0732841,4,2,1,10,7,
1,14.66297958,121.0743999,4,2,1,10,7,
1,14.60941526,121.0765457,4,2,1,10,6,
1,14.60619683,121.0570836,5,4,1,10,11,
1,14.63258655,121.044445,5,4,1,10,10,
1,14.58167294,121.0540581,5,4,1,10,10,
1,14.58474637,121.0557747,5,3,1,8,9,
1,14.7307259,121.0472775,5,2,1,10,9,
1,14.6553402,121.0284805,4,2,1,10,9,
1,14.66430814,121.0689926,4,2,1,10,6,
1,14.61439854,121.0703659,4,2,1,8,6,
3,14.55550558,120.9881401,4,2,1,10,6,
1,14.626659,121.0821033,4,2,1,10,3,
1,14.66454686,121.071943,4,2,1,8,2,
1,14.62105831,121.1040974,4,2,1,10,1,
1,14.5930164,121.058602,4,2,1,10,0,
3,14.6748558,121.0322869,4,2,1,10,23,
1,14.65589032,121.0745394,4,2,1,8,23,
1,14.6716047,121.0324126,4,2,1,8,23,
3,14.5426631,121.0532868,4,2,1,10,22,
1,14.65434374,121.0352612,5,4,1,10,13,
1,14.61398327,121.0703659,5,4,1,10,12,
1,14.64770055,121.0742283,5,4,1,10,11,
1,14.66364386,121.0691643,5,4,1,10,11,
1,14.59583525,121.0547447,4,2,1,10,9,
1,14.58125761,121.0535431,4,2,1,10,8,
1,14.59247127,121.0580063,4,2,1,10,8,
1,14.64836488,121.0741425,4,2,1,10,8,
1,14.61381716,121.0696793,4,2,1,7,8,
1,14.51670572,121.0006714,4,2,1,10,7,
1,14.66007332,121.0758591,4,2,1,10,7,
1,14.57635665,121.0501957,4,2,1,10,6,
1,14.6164651,121.0523138,4,2,1,10,5,
1,14.67175001,121.032182,4,2,1,10,5,
1,14.632698,121.044911,4,2,1,8,4,
1,14.64748145,121.0458792,4,2,1,8,4,
1,14.59802597,121.0596585,4,2,1,8,4,
1,14.6044183,121.0432516,3,2,1,8,2,
1,14.59322921,121.0581994,3,2,1,8,2,
1,14.5930164,121.058602,4,2,1,10,2,
1,14.6183167,121.0938926,4,2,1,10,2,
1,14.58055155,121.0529315,4,2,1,10,1,
1,14.5497025,121.0288404,4,2,1,8,1,
1,14.55238194,120.9895135,4,2,1,10,1,
1,14.613568,121.0536611,4,2,1,10,1,
1,14.5775505,121.0734771,4,2,1,10,0,
1,14.559768,121.0472939,4,2,1,8,0,
3,14.5373839,121.0007787,4,2,1,10,0,
1,14.6369195,121.0743287,4,2,1,8,0,
1,14.5426631,121.0532868,4,2,1,10,23,
1,14.59106959,121.0579312,4,2,1,10,23,
1,14.64443078,121.038115,4,2,1,10,22,
1,14.53793433,121.0032034,4,2,1,10,22,
1,14.58125761,121.0537362,4,2,1,8,22,
1,14.6815787,121.0848713,5,4,1,10,13,
1,14.66488938,121.0696793,5,4,1,10,13,
3,14.53573263,120.9889984,3,4,1,5,11,
1,14.62170714,121.0499382,5,4,1,10,11,
1,14.57693813,121.0729408,5,4,1,10,10,
1,14.56705283,121.0455608,4,2,1,8,7,
1,14.58570161,121.0558605,4,2,1,10,7,
1,14.58125761,121.053586,4,2,1,1,7,
1,14.65318119,121.0519123,4,2,1,10,6,
1,14.56663747,121.0457325,4,2,1,8,6,
1,14.57461222,121.0488224,4,2,1,10,6,
1,14.589964,121.0690634,4,2,1,8,4,
1,14.5167368,121.0009924,4,2,1,8,3,
1,14.5688477,121.0462109,4,2,1,10,3,
1,14.61568587,121.0747325,4,2,1,8,2,
3,14.66274085,121.0678446,4,2,1,10,2,
1,14.65580729,121.0296822,4,2,1,8,1,
3,14.6017612,121.0049135,4,2,1,4,23,
3,14.66286022,121.0677212,4,2,1,4,23,
1,14.62052366,121.1018872,4,2,1,10,23,
1,14.5931803,121.0586597,4,2,1,8,23,
1,14.62103754,121.1040759,4,2,1,10,23,
1,14.5897502,121.08002,4,2,1,10,22,
1,14.6014411,121.0792464,4,2,1,8,22,
1,14.699263,121.0871887,5,4,1,10,11,
1,14.57427994,121.0486937,5,4,1,10,11,
1,14.55745786,121.0380077,5,4,1,10,11,
1,14.69336839,121.0868454,5,4,1,10,10,
1,14.58175601,121.0535431,5,4,1,8,10,
1,14.65409462,121.0742283,5,3,1,8,10,
1,14.60974748,121.0557747,5,3,1,8,10,
1,14.59512923,121.0013151,4,2,1,7,9,
1,14.58889957,121.0703659,4,2,1,10,8,
1,14.58175601,121.0540581,4,2,1,10,8,
1,14.58470483,121.0556567,4,2,1,8,8,
1,14.60850165,121.077404,4,2,1,8,7,
1,14.60339365,121.0445738,4,2,1,10,7,
1,14.63469385,121.0223758,1,2,1,8,6,
1,14.6197762,121.0507697,4,2,1,10,2,
1,14.65500804,121.0745394,3,2,1,8,2,
1,14.6424366,121.0386254,3,2,1,8,0,
1,14.64686495,120.9949422,3,2,1,4,0,
1,14.664589,121.0688121,4,2,1,10,23,
1,14.61954781,121.0508931,4,2,1,8,22,
1,14.62013955,121.0505927,4,2,1,8,22,
1,14.51752624,120.993365,4,2,1,8,22,
1,14.6200396,121.0963142,4,2,1,8,22,
1,14.66513849,121.0700226,4,2,1,8,22,
1,14.5665544,121.045475,2,4,1,10,13,
1,14.5201124,121.0271072,5,4,1,10,12,
1,14.58931489,121.0573626,5,4,1,10,11,
1,14.59284505,121.0583067,5,4,1,10,11,
1,14.65500804,121.0299397,5,4,1,10,11,
1,14.59081002,121.061182,5,4,1,10,11,
1,14.55899474,120.9871101,4,2,1,8,7,
1,14.58067615,121.0531998,4,2,1,8,7,
1,14.64786663,121.0743141,4,2,1,10,6,
1,14.54088374,121.0180092,4,2,1,10,6,
1,14.57419687,121.0485649,4,2,1,8,6,
1,14.58877498,121.063714,4,2,1,10,6,
1,14.58451794,121.0555172,4,2,1,8,6,
1,14.573676,121.048106,4,2,1,10,5,
1,14.57384383,121.0484254,4,2,1,8,5,
3,14.5170185,120.9992825,4,2,1,10,4,
1,14.5156714,121.0033542,4,2,1,8,3,
1,14.6159292,121.076777,4,2,1,8,2,
1,14.5606578,121.0415147,4,2,1,8,0,
3,14.7004451,121.0845484,4,2,1,10,0,
3,14.5426631,121.0532868,4,2,1,10,0,
1,14.51745873,120.9908009,4,2,1,8,0,
1,14.653996,121.0529877,4,2,1,8,23,
1,14.653996,121.0529877,4,2,1,8,23,
3,14.66160949,121.0645777,4,2,1,8,22,
1,14.62185248,121.0498631,4,2,1,8,22,
3,14.58360422,121.0554206,4,2,1,10,22,
3,14.5897502,121.08002,4,2,1,10,22,
1,14.54503777,121.0229874,5,4,1,10,13,
1,14.54898403,121.0570621,5,4,1,8,12,
1,14.58075922,121.0535431,5,4,1,10,12,
1,14.67176039,121.0788631,5,4,1,8,11,
1,14.63125779,121.0740566,5,4,1,10,11,
1,14.55575481,121.062727,4,2,1,10,7,
1,14.56588983,121.0450459,4,2,1,8,6,
1,14.64770055,121.0743141,4,2,1,8,6,
1,14.58939795,121.0795498,4,2,1,10,6,
1,14.65417766,121.0349178,4,2,1,10,6,
1,14.65293208,121.0517406,5,4,1,10,11,
1,14.663976,121.0686493,5,4,1,6,11,
3,14.64172151,121.0361624,4,2,1,2,9,
1,14.58225441,121.0540581,4,2,1,10,8,
1,14.53091374,121.057148,4,2,1,8,8,
1,14.53049831,121.0573196,4,2,1,7,8,
1,14.58142375,121.0536718,4,2,1,10,8,
1,14.61315273,121.0751724,4,2,1,8,7,
1,14.6310917,121.0737991,4,2,1,7,7,
1,14.58948102,121.0797215,5,4,1,10,13,
1,14.57660586,120.9970665,5,4,1,10,11,
1,14.5897302,121.0797644,5,4,1,8,11,
1,14.63142389,121.0737991,5,4,1,10,11,
1,14.61456465,121.0701942,5,4,1,10,10,
1,14.6309256,121.0742283,4,2,1,10,9,
1,14.60086037,121.0475349,4,2,1,10,9,
1,14.68788876,121.030798,4,2,1,8,6,
1,14.5770212,121.0507965,4,2,1,10,6,
1,14.60285377,121.0009933,4,2,1,10,6,
1,14.62976294,121.0744858,4,2,1,10,6,
1,14.6313268,121.0741237,3,2,1,8,4,
1,14.55774862,121.0380936,3,2,1,8,4,
1,14.6011041,120.9994135,3,2,1,8,4,
1,14.6678401,121.0339574,3,2,1,8,4,
1,14.52944051,120.9934939,3,2,1,8,1,
1,14.61359395,121.0663265,3,2,1,10,0,
3,14.6014485,121.0794019,3,2,1,10,0,
1,14.632698,121.044911,6,2,1,8,23,
1,14.5847256,121.0556996,6,4,1,10,13,
1,14.58465292,121.0555816,6,4,1,10,13,
1,14.58325119,121.0770607,6,4,1,10,12,
1,14.61439854,121.0702801,6,4,1,10,12,
3,14.61664098,121.0524273,6,4,1,7,12,
1,14.66447421,121.0695934,6,4,1,10,12,
1,14.64761751,121.0742283,6,4,1,10,11,
1,14.66497242,121.0698509,6,4,1,10,11,
1,14.63100865,121.0739708,6,2,1,10,9,
1,14.68813783,121.0871029,6,2,1,10,8,
1,14.56663747,121.0457325,6,2,1,10,7,
1,14.52194036,121.0259914,6,2,1,10,7,
3,14.62992903,121.0739708,6,2,1,7,7,
1,14.65579691,121.0295963,6,2,1,8,5,
1,14.57684468,121.0502762,6,2,1,10,5,
1,14.65547513,121.0299182,6,2,1,10,1,
3,14.6678401,121.0339574,6,2,1,10,1,
1,14.55941012,121.0400462,6,2,1,8,0,
1,14.62354464,121.0079026,6,2,1,8,0,
1,14.57687583,121.0503083,6,2,1,10,0,
3,14.6766696,121.0823822,6,2,1,10,0,
1,14.6315883,121.0740375,6,2,1,8,23,
1,14.62154104,121.0501099,6,4,1,4,11,
1,14.57681353,121.0731983,6,4,1,10,11,
3,14.59255433,121.0015297,6,4,1,10,11,
1,14.69120976,121.0873604,6,4,1,10,11,
1,14.64454496,121.0744858,6,4,1,10,10,
1,14.58474637,121.0560322,6,2,1,10,9,
3,14.59031164,121.0572767,6,2,1,6,9,
1,14.62095968,121.0497665,6,2,1,10,8,
1,14.59429862,121.0564613,6,2,1,10,8,
1,14.5775196,121.0731983,6,2,1,10,8,
1,14.56555754,121.0450459,6,2,1,10,7,
1,14.63956237,121.0301542,6,2,1,10,7,
1,14.54993942,121.0289097,6,2,1,10,7,
1,14.67751028,121.082983,6,2,1,10,7,
3,14.5775505,121.0734771,6,2,1,10,6,
3,14.63311597,121.0446435,6,2,1,10,6,
1,14.67103386,121.0780478,6,2,1,10,6,
1,14.58848426,121.0799789,6,2,1,8,6,
1,14.55520443,121.0621583,6,2,1,8,5,
1,14.58900859,121.0800272,6,2,1,8,4,
1,14.6678401,121.0339574,6,2,1,8,3,
3,14.5370725,120.9924556,6,2,1,10,2,
1,14.5604203,121.0412317,6,2,1,8,2,
3,14.57669931,121.0504854,6,2,1,6,1,
1,14.6312396,121.0454896,6,2,1,10,1,
1,14.55898436,121.0651195,3,2,1,10,1,
1,14.65584881,121.0295641,6,2,1,8,0,
1,14.58374959,121.0551953,6,2,1,8,0,
1,14.6233914,121.049013,6,2,1,8,23,
1,14.5897502,121.08002,6,2,1,8,23,
1,14.573676,121.048106,4,2,1,8,4,
1,14.6313872,121.0175117,4,2,1,8,4,
1,14.5167487,121.0015422,4,2,1,8,3,
1,14.6787323,121.031631,4,2,1,8,3,
1,14.5608705,121.0421088,4,2,1,10,2,
1,14.5768291,121.0502869,4,2,1,8,1,
1,14.5893097,121.0629684,6,2,1,8,1,
1,14.62653443,121.0112178,6,2,1,8,0,
1,14.56743704,121.045711,6,2,1,10,0,
1,14.58860366,121.0637891,6,2,1,8,23,
1,14.5604203,121.0412317,6,2,1,8,22,
1,14.6220771,121.0859601,6,2,1,8,22,
1,14.6078915,121.0564467,6,2,1,8,22,
3,14.6678401,121.0339574,6,2,1,8,22,
1,14.70463858,121.0817599,6,4,1,10,11,
3,14.54038525,121.0168076,6,4,1,10,11,
1,14.59247127,121.0592401,6,3,1,10,10,
1,14.63275264,121.044445,6,3,1,10,10,
1,14.55608711,121.0628986,6,2,1,10,9,
1,14.59172371,121.0578346,6,2,1,10,8,
1,14.62760368,121.0806656,6,2,1,7,8,
1,14.60210625,121.0474491,6,2,1,7,7,
1,14.59222208,121.0581779,6,2,1,10,7,
1,14.61842661,121.0097694,6,2,1,8,7,
1,14.62357578,121.0078382,6,2,1,10,7,
1,14.68689244,121.0866737,6,2,1,10,6,
1,14.66762951,121.0338879,6,2,1,10,6,
1,14.52792265,121.0027313,6,2,1,10,6,
1,14.6315883,121.0740375,6,2,1,8,4,
1,14.615103,121.0530276,6,2,1,8,3,
3,14.55763439,121.0383028,6,2,1,10,2,
1,14.61860309,121.0926336,6,2,1,10,1,
1,14.69540247,121.0874355,6,2,1,8,1,
1,14.5935926,121.0583496,6,2,1,8,1,
1,14.53975597,121.0155954,6,2,1,8,1,
3,14.5811434,121.0537148,6,2,1,8,0,
1,14.64398443,121.0745823,6,2,1,8,23,
3,14.57153865,121.0467839,6,2,1,10,23,
1,14.58264378,121.0767871,6,2,1,8,22,
3,14.5167368,121.0009924,6,2,1,8,22,
3,14.60069425,120.9993839,6,4,1,7,12,
1,14.64579059,121.0407543,6,4,1,8,12,
1,14.66887501,121.0762024,6,4,1,10,12,
1,14.69274571,121.0871458,6,4,1,10,12,
1,14.67153205,121.0321712,6,4,1,10,11,
1,14.68083144,121.0844421,6,4,1,10,11,
1,14.60194013,121.078949,6,4,1,10,11,
1,14.56750973,121.0457325,6,4,1,10,11,
1,14.6538455,121.0471916,6,3,1,10,10,
1,14.56514218,121.04496,6,2,1,10,9,
1,14.67767634,121.0832405,6,2,1,10,9,
1,14.63258655,121.0446167,6,2,1,10,9,
1,14.5547579,121.0346603,6,2,1,8,8,
1,14.63117475,121.0741425,6,2,1,8,8,
1,14.65326423,121.0522556,6,2,1,10,7,
1,14.65409462,121.0474491,6,2,1,10,7,
1,14.6550395,121.0742903,6,2,1,8,5,
1,14.68979834,121.0874355,6,2,1,8,4,
3,14.573676,121.048106,6,2,1,10,3,
1,14.55610788,121.063081,6,2,1,8,3,
1,14.58536935,121.0785842,6,2,1,8,2,
1,14.61354724,121.0536397,6,2,1,8,2,
1,14.58360422,121.0553563,6,2,1,8,2,
1,14.61163699,121.0754406,6,2,1,8,1,
1,14.6329052,121.0822523,6,2,1,8,1,
1,14.5543425,121.0341913,6,2,1,8,1,
1,14.61922598,121.0941947,6,2,1,8,0,
1,14.6656998,121.0705183,6,2,1,8,0,
1,14.63653334,121.0410012,6,2,1,8,23,
1,14.6145906,121.0705912,6,2,1,8,22,
1,14.6359812,121.0744685,6,2,1,8,22,
1,14.61625135,121.077309,6,2,1,8,22,
3,14.5803335,120.9995234,6,2,1,10,22,
1,14.55949319,120.9869385,6,4,1,8,12,
1,14.62511221,121.0830688,6,4,1,10,12,
1,14.55093636,121.0301971,6,4,1,7,12,
1,14.68265806,121.0853004,6,4,1,10,11,
3,14.66331172,121.0676193,6,4,1,7,11,
1,14.6053455,121.078949,6,2,1,10,9,
1,14.63790148,121.0743999,6,2,1,10,9,
1,14.65940903,121.0622978,6,2,1,10,8,
1,14.56555754,121.0450459,6,2,1,10,7,
1,14.54021908,121.0164642,6,2,1,8,6,
1,14.540136,121.0164642,6,2,1,8,6,
1,14.54030216,121.0166359,6,2,1,10,6,
1,14.53141225,121.0574913,6,4,1,10,12,
1,14.6873906,121.0873604,6,4,1,10,11,
1,14.68988137,121.0276222,6,4,1,10,11,
3,14.53049831,121.057148,6,4,1,4,11,
1,14.66380993,121.0691643,6,4,1,10,10,
1,14.58939795,121.0797215,6,3,1,10,10,
1,14.61074415,121.0550022,6,2,1,10,7,
1,14.61946476,121.0968018,6,2,1,10,6,
1,14.63134084,121.0737991,6,2,1,10,6,
1,14.55193329,120.9895992,6,2,1,8,6,
1,14.65550627,121.0293388,4,2,1,10,6,
2,14.61860309,121.051569,6,2,1,6,5,
1,14.6051549,121.0424765,4,2,1,8,4,
1,14.67172406,121.0322034,4,2,1,8,2,
1,14.6678401,121.0339574,4,2,1,8,2,
1,14.61357838,121.0536397,4,2,1,10,2,
1,14.59277237,121.0589612,4,2,1,10,1,
1,14.6014485,121.0794019,4,2,1,8,1,
1,14.5604203,121.0412317,4,2,1,8,0,
1,14.5775505,121.0734771,4,2,1,10,0,
1,14.5426631,121.0532868,6,2,1,10,0,
1,14.58168333,121.0538864,6,2,1,8,23,
3,14.5974495,121.0012522,6,2,1,10,22,
1,14.60924915,121.0767174,3,4,1,10,13,
1,14.58956408,121.0798931,3,4,1,10,11,
1,14.58154834,121.0537577,3,4,1,10,11,
1,14.58553548,121.0559464,5,4,1,10,11,
1,14.59554454,121.0592079,5,4,1,10,10,
1,14.60547008,121.0185242,3,3,1,10,10,
1,14.59047777,121.0617399,6,3,1,10,10,
1,14.55625326,121.0628986,6,2,1,10,9,
1,14.60916609,121.0763741,6,2,1,8,9,
1,14.68631126,121.0886478,6,2,1,8,9,
1,14.57785187,121.0513544,6,2,1,10,9,
1,14.66779557,121.0340595,6,2,1,10,8,
1,14.59463087,121.0592079,6,2,1,10,8,
1,14.64454496,121.0745716,6,2,1,10,8,
1,14.5547579,121.0346603,6,2,1,8,7,
1,14.64786663,121.0739708,6,2,1,10,7,
1,14.6126544,121.0752583,6,2,1,10,7,
1,14.63225436,121.0184383,6,2,1,10,7,
1,14.61423243,121.0704517,6,2,1,10,6,
1,14.5846779,121.0555174,6,2,1,10,6,
1,14.59222208,121.0593796,6,2,1,8,6,
1,14.58567046,121.055882,6,2,1,10,6,
1,14.63493261,121.0434151,6,2,1,8,5,
1,14.58584697,121.0561609,6,2,1,10,3,
1,14.58878536,121.0637248,6,2,1,8,3,
3,14.55492405,121.0346711,3,2,1,10,2,
1,14.54608665,120.9909725,6,2,1,8,1,
1,14.62736492,121.0473579,3,2,1,8,1,
1,14.65576577,121.0296607,3,2,1,10,0,
1,14.6540531,121.0475564,3,2,1,8,0,
3,14.64654835,121.0404968,3,2,1,10,0,
1,14.6014485,121.0794019,3,2,1,8,23,
1,14.6011041,120.9994135,4,2,1,8,22,
1,14.58978212,121.0797536,3,2,1,8,5,
1,14.6093284,121.0558875,3,2,1,8,4,
1,14.65454614,121.0352719,3,2,1,10,2,
1,14.5688477,121.0462109,3,2,1,8,2,
1,14.5836769,121.0554636,3,2,1,8,1,
1,14.57682391,121.0502815,3,2,1,8,1,
1,14.61361991,121.0536718,3,2,1,8,0,
1,14.664589,121.0688121,3,2,1,8,23,
1,14.55349098,121.0610855,3,2,1,8,23,
1,14.58368729,121.0554314,3,2,1,8,23,
1,14.59954181,121.0496593,3,2,1,8,22,
3,14.55242137,120.9895188,4,2,1,10,22,
1,14.68656034,121.0868454,6,4,1,10,13,
1,14.66854287,121.0749149,6,4,1,10,12,
1,14.58848426,121.0641003,3,4,1,10,12,
1,14.56348073,121.0689926,3,4,1,10,12,
1,14.663976,121.068821,3,4,1,10,12,
1,14.59471393,121.0557747,3,4,1,10,12,
1,14.68622823,121.0889053,3,4,1,10,12,
1,14.59056083,121.0610962,3,4,1,10,11,
1,14.57984548,121.0522556,3,4,1,10,11,
1,14.58458024,121.0556889,3,4,1,10,10,
1,14.57959628,121.0525131,3,3,1,10,10,
1,14.5543425,121.0341913,6,2,1,8,5,
3,14.58921528,121.0712244,6,2,1,10,5,
1,14.65503918,121.0745394,6,2,1,8,3,
1,14.567742,121.0699805,6,2,1,8,3,
1,14.63307445,121.0444987,6,2,1,8,3,
3,14.65407808,121.0475888,6,2,1,10,2,
3,14.59262393,121.0017122,6,2,1,10,1,
1,14.573676,121.048106,6,2,1,8,0,
1,14.6315883,121.0740375,6,2,1,8,0,
1,14.61888339,121.0938191,6,2,1,8,0,
1,14.664589,121.0688121,6,2,1,8,23,
1,14.6239879,121.083513,6,2,1,8,23,
1,14.61348495,121.0537148,3,4,1,10,12,
1,14.53191076,121.0574913,4,2,1,10,8,
1,14.59056083,121.0612249,6,2,1,10,7,
1,14.59267892,121.0015297,4,2,1,10,6,
1,14.56057315,121.0416126,5,4,1,10,12,
1,14.58051002,121.0531998,5,4,1,10,11,
1,14.66297958,121.0731125,6,4,1,10,10,
1,14.56721898,121.0456896,5,4,1,10,10,
1,14.57643972,120.9969807,5,3,1,10,10,
1,14.64745143,121.0743999,5,3,1,10,10,
1,14.55824707,120.9874535,5,2,1,10,10,
1,14.56057315,121.0415268,4,2,1,10,9,
3,14.62511221,121.0481358,4,2,1,6,8,
1,14.64462801,121.0745716,4,2,1,10,7,
1,14.58943948,121.0799789,4,2,1,10,6,
1,14.65550627,121.0298538,4,2,1,10,6,
1,14.57236935,121.0472345,4,2,1,10,6,
1,14.6369011,121.0263693,4,2,1,10,5,
1,14.5239226,121.025449,4,2,1,8,3,
1,14.59061275,121.0614234,4,2,1,8,2,
1,14.65645083,121.026721,4,2,1,10,2,
1,14.58779898,121.0568047,4,2,1,10,0,
1,14.6136822,121.0538864,4,2,1,10,23,
3,14.5770212,121.0730267,5,4,1,10,13,
1,14.60094343,121.0788631,5,4,1,10,13,
1,14.59803635,120.9931183,5,4,1,10,12,
1,14.67742725,121.082983,5,4,1,10,11,
1,14.61381716,121.0748291,5,4,1,8,11,
1,14.69013044,121.0280514,5,4,1,10,10,
1,14.66165101,121.0624695,5,4,1,10,10,
1,14.63051037,121.0458183,5,3,1,10,10,
1,14.64803271,121.0506248,4,2,1,10,9,
1,14.61871729,121.0928535,4,2,1,10,9,
1,14.5899171,121.0573626,4,2,1,10,9,
1,14.58956408,121.0805798,4,2,1,8,8,
1,14.63291873,121.0433722,4,2,1,10,8,
1,14.64338237,121.0745716,4,2,1,10,7,
1,14.68780573,121.0871887,4,2,1,10,7,
1,14.67759331,121.0831547,4,2,1,10,7,
1,14.56049008,121.0415268,4,2,1,8,6,
1,14.57664739,121.0504103,4,2,1,10,6,
1,14.63249523,121.0449065,4,2,1,10,5,
1,14.56760318,121.0705698,4,2,1,8,5,
3,14.6487567,121.0486655,4,2,1,10,5,
1,14.6503103,121.0469964,4,2,1,8,5,
1,14.5652979,121.070103,4,2,1,8,5,
1,14.6313268,121.0741237,4,2,1,8,4,
1,14.67485331,121.0322249,4,2,1,8,4,
1,14.5542306,121.0341413,4,2,1,8,3,
1,14.62733377,121.0473418,4,2,1,8,2,
1,14.6009663,121.0477886,4,2,1,8,2,
1,14.65505994,121.0745502,4,2,1,8,0,
1,14.66439117,121.0718679,4,2,1,8,0,
1,14.6678401,121.0339574,4,2,1,8,23,
1,14.6216935,121.0500104,4,2,1,8,22,
1,14.62679395,121.0478675,4,2,1,8,22,
1,14.61967239,121.0508823,4,2,1,8,22,
1,14.65650273,120.9999847,5,4,1,10,13,
1,14.6310917,121.0732841,5,4,1,10,13,
1,14.6310917,121.0731125,5,4,1,10,13,
1,14.66422511,121.0690784,5,4,1,10,12,
1,14.5547579,121.034317,5,4,1,10,12,
1,14.57652279,121.0499382,5,4,1,10,11,
1,14.65293208,121.0518265,5,4,1,10,11,
1,14.65313967,121.0519552,5,4,1,10,10,
1,14.64770055,121.0740566,5,4,1,10,10,
1,14.68182778,121.085043,4,2,1,10,9,
1,14.51811825,121.0291672,4,2,1,10,8,
1,14.54063449,121.0172367,4,2,1,10,8,
1,14.64985961,121.0519981,4,2,1,10,8,
1,14.60044507,121.0594654,4,2,1,10,7,
1,14.63117475,121.07337,4,2,1,10,7,
1,14.67651392,121.0825539,4,2,1,10,7,
1,14.63698798,121.0258198,4,2,1,10,7,
1,14.57760267,121.0735416,4,2,1,8,6,
1,14.59224285,121.0593796,4,2,1,8,6,
1,14.6181588,121.0518856,4,2,1,8,3,
1,14.6546092,121.0351073,4,2,1,8,3,
1,14.64768498,121.0669541,4,2,1,8,2,
1,14.64274917,121.035583,4,2,1,8,1,
1,14.65609792,121.0285664,4,2,1,8,1,
1,14.56934767,121.0462904,4,2,1,8,1,
1,14.57132059,121.0469449,4,2,1,8,1,
1,14.58481905,121.0558069,4,2,1,10,1,
1,14.6575034,121.074325,4,2,1,8,1,
1,14.6078848,121.0564313,4,2,1,10,0,
1,14.6237404,121.0084451,4,2,1,8,0,
3,14.5281516,121.0029436,4,2,1,10,0,
1,14.6164651,121.0523138,4,2,1,10,23,
1,14.61967239,121.050818,4,2,1,8,23,
1,14.66181708,121.0648942,4,2,1,10,23,
1,14.5812798,121.0534668,4,2,1,8,23,
1,14.62201858,121.049788,4,2,1,8,23,
1,14.5156151,121.0310621,4,2,1,10,22,
1,14.66414207,121.0682201,5,4,1,10,13,
1,14.57876561,121.0518265,5,4,1,10,13,
1,14.58848426,121.0640144,5,4,1,10,12,
1,14.6011926,121.0792065,5,4,1,10,12,
1,14.62403256,121.1185169,5,4,1,10,12,
1,14.57627358,121.050024,5,4,1,10,12,
1,14.65550627,121.0301113,5,4,1,10,11,
1,14.61456465,121.0701942,5,4,1,10,10,
1,14.55932704,121.0399818,4,2,1,10,7,
1,14.58441411,121.0555708,4,2,1,10,7,
1,14.65725007,121.0581779,4,2,1,10,7,
1,14.65737462,121.0584784,4,2,1,10,7,
1,14.71080269,121.0610962,4,2,1,10,6,
1,14.64263498,121.0746574,4,2,1,10,6,
1,14.57660586,121.049509,4,2,1,10,6,
1,14.58791319,121.0565686,4,2,1,8,5,
1,14.6216935,121.0500104,4,2,1,8,5,
1,14.53814203,121.0048556,4,2,1,10,4,
1,14.57391651,121.0484684,4,2,1,8,4,
1,14.69389767,121.0871834,4,2,1,10,3,
1,14.58982365,121.0797858,4,2,1,8,3,
1,14.61317349,121.0538542,4,2,1,8,2,
1,14.62191477,121.0498738,4,2,1,8,1,
1,14.55483059,121.0620081,4,2,1,8,1,
1,14.62209125,121.0497558,4,2,1,8,1,
1,14.66918589,121.07587,4,2,1,8,0,
1,14.67686679,121.082468,4,2,1,10,0,
1,14.57764372,121.0733702,4,2,1,8,0,
1,14.6159292,121.076777,4,2,1,8,0,
1,14.5316063,120.9947043,4,2,1,8,0,
1,14.6279773,121.0131797,4,2,1,8,0,
1,14.66528899,121.070087,4,2,1,10,23,
1,14.5426631,121.0532868,4,2,1,8,23,
1,14.6125054,121.0542146,4,2,1,10,23,
1,14.61928827,121.0942161,4,2,1,8,23,
1,14.6078848,121.0564313,4,2,1,8,23,
1,14.61355762,121.0536826,4,2,1,10,22,
1,14.6437872,121.0745823,4,2,1,8,22,
1,14.61620495,121.0752153,4,2,1,8,22,
